Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input,Critical
0,-6.679103,2.350698,21.943729,0.999994,0.648401,-0.003967,0
1,5.905435,-7.825361,4.202164,-1.000000,0.822097,-2.120201,1
2,-5.012110,-7.123529,1.438699,1.000000,0.742109,-8.226099,0
3,-4.263031,-7.420630,4.317405,-0.612594,0.817444,-8.031165,1
4,5.609684,-7.825361,4.663229,-0.301457,0.785757,-0.547767,0
5,-6.593184,4.678814,4.419180,0.443638,0.778799,-0.301201,0
6,3.438319,-3.534650,5.416265,0.985321,0.753353,-1.575741,0
7,7.109742,-6.045779,4.440421,-0.705117,0.792757,-3.589713,1
8,-6.619862,0.698772,3.074177,0.998282,0.785986,-6.189253,0
9,-7.057163,4.227684,21.643835,0.999988,0.684267,-1.846355,0
10,3.759952,4.643868,5.429646,0.999986,0.707584,-4.084934,0
11,-7.750894,-4.513504,4.636265,-0.907113,0.815959,-4.268908,1
12,4.676508,-7.854892,4.663229,-0.335350,0.786343,-0.906265,0
13,-4.263031,-7.302257,7.761479,0.999943,0.735206,-2.848427,0
14,4.209423,-7.123529,2.275527,-0.990766,0.814837,-1.289307,1
15,6.871494,-7.987607,15.442854,0.658542,0.745414,-0.275107,0
16,-6.593184,4.554198,4.144967,0.472729,0.777982,-2.580778,0
17,4.682110,-0.863869,20.790813,1.000000,0.720373,-5.606989,0
18,6.089801,-7.834104,20.697813,1.000000,0.672666,-5.265257,0
19,6.269827,4.382603,21.643835,1.000000,0.765248,-5.499288,0
