Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Fitness_Distance_Input
0,-3.150745,4.717322,15.374157,-0.964639,0.740170,0.000000
1,5.430129,7.678513,4.111078,-0.998982,0.748720,0.000000
2,4.250008,7.153573,12.220564,-0.999633,0.765987,0.000000
3,3.285643,2.365300,0.854403,-0.997621,0.706263,0.000000
4,-5.940410,-6.614545,18.555923,-0.983569,0.676658,0.000000
5,-6.527273,-3.979504,15.763996,-0.982098,0.741434,0.000000
6,-2.820841,-5.511658,9.457984,-0.994916,0.820031,0.000000
7,-5.342529,-4.397420,2.387488,-0.993858,0.806638,0.000000
8,6.279163,5.841044,3.017705,-0.999171,0.696471,0.000000
9,6.188001,-4.256627,5.362057,-0.952427,0.799020,0.000000
10,5.435092,-2.637035,3.357779,-0.994203,0.725527,0.000000
11,-4.989804,-7.799776,1.794185,-0.999946,0.852544,0.000000
12,1.157765,7.436047,1.769911,-0.999472,0.707423,0.000000
13,0.782813,7.991996,5.708081,-0.999997,0.832724,0.000000
14,-6.263052,-4.062681,7.844858,-0.999083,0.820071,0.000000
15,0.111123,5.847639,8.472491,-0.999788,0.762339,0.000000
16,4.263378,3.449718,13.310957,-0.994695,0.761495,0.000000
17,0.317456,-7.074589,0.097624,-1.000000,0.796192,0.000000
18,-4.085231,5.361152,0.298067,-0.951893,0.718560,0.000000
19,6.620926,-7.630034,17.733556,-0.998032,0.736866,0.000000
20,5.171238,-0.592154,0.017219,-0.981672,0.741842,0.000000
21,4.665549,-3.614729,6.533768,-0.976737,0.790549,0.000000
22,2.896927,3.118812,3.417948,-0.991614,0.706368,0.000000
23,1.286671,4.967540,3.296195,-0.983672,0.710667,0.000000
24,-4.453128,2.757066,2.603347,-0.987364,0.792625,0.000000
25,7.110038,1.990242,8.834679,-0.999990,0.737590,0.000000
26,6.446121,5.503422,4.069294,-0.995552,0.757974,0.000000
27,6.546037,1.756846,0.582201,-0.991993,0.717077,0.000000
28,-4.262828,-5.333313,12.804686,-0.961274,0.721795,0.000000
29,4.440108,5.599970,4.615321,-0.994663,0.761199,0.000000
30,4.639379,1.048482,1.127465,-0.996596,0.704684,0.000000
31,4.135339,5.961480,5.206477,-0.993068,0.754322,0.000000
32,0.728758,-3.851079,0.462254,-0.999900,0.767886,0.000000
33,-7.528829,2.122844,12.167588,-0.954149,0.749891,0.000000
34,4.780897,5.151664,0.057249,-0.998980,0.698039,0.000000
35,-3.152835,-7.458710,1.564818,-0.999999,0.849497,0.000000
36,-0.139153,7.515605,2.876067,-0.970503,0.732569,0.000000
37,3.537992,0.663429,1.922457,-0.959488,0.729811,0.000000
38,-4.563147,4.669984,5.511813,-0.999453,0.800287,0.000000
39,4.738372,4.056306,1.250622,-0.998654,0.700704,0.000000
40,-3.722304,0.846080,3.226316,-0.995685,0.800178,0.000000
41,7.752817,7.932678,2.780946,-0.999433,0.708918,0.000000
42,-5.239846,1.523909,1.112410,-0.999997,0.773537,0.000000
43,-4.636859,3.845876,1.063959,-0.984719,0.758571,0.000000
44,4.480902,5.413165,11.966234,-0.997497,0.769039,0.000000
45,0.866712,-6.008031,2.287923,-0.999999,0.825932,0.000000
46,6.505220,-0.382211,13.188225,-0.999992,0.766951,0.000000
47,-6.668937,-3.644152,2.645358,-0.999999,0.834420,0.000000
48,-0.965206,-4.167879,18.274404,-0.971531,0.722487,0.000000
49,-2.897771,6.446338,0.253865,-0.967754,0.706184,0.000000
50,5.680619,4.516204,1.578273,-0.999118,0.693557,0.000000
51,7.995059,-1.837782,12.926585,-1.000000,0.788119,0.000000
52,-3.121000,-1.637173,0.928084,-0.988360,0.768537,0.000000
53,-5.590530,-6.418892,18.093585,-0.982515,0.682078,0.000000
54,3.767622,-3.683428,11.985453,-0.961819,0.743473,0.000000
55,2.195434,-0.093410,5.328428,-0.954294,0.786564,0.000000
56,0.188072,3.404100,0.318914,-0.995976,0.708351,0.000000
57,0.788323,-7.074690,4.500604,-0.998183,0.809888,0.000000
58,-3.482237,-2.475323,8.420106,-0.959771,0.807396,0.000000
59,-3.117149,5.777449,8.128832,-0.994483,0.774057,0.000000
60,-6.108209,-0.749862,1.071771,-1.000000,0.788463,0.000000
61,1.261238,-5.486930,1.719396,-0.999964,0.818347,0.000000
62,5.281180,3.905343,0.647507,-0.999007,0.696243,0.000000
63,-5.286472,-6.406331,13.368588,-0.950685,0.710299,0.000000
64,-7.272379,7.957952,6.005837,-0.997293,0.831930,0.000000
65,5.532907,0.613261,2.395998,-0.967050,0.716918,0.000000
66,-1.448887,-7.533470,1.621958,-1.000000,0.847399,0.000000
67,-1.965209,-1.543101,11.848621,-0.975669,0.749353,0.000000
68,-6.101826,-1.939668,3.024184,-1.000000,0.824231,0.000000
69,-4.913567,-3.054712,18.406100,-0.990222,0.713399,0.000000
70,-3.757641,5.893503,6.399653,-0.999923,0.795359,0.000000
71,-3.413789,7.321210,1.834394,-0.991772,0.724128,0.000000
72,-3.029729,-6.845304,18.781378,-0.995289,0.689190,0.000000
73,6.278652,-3.906263,12.859849,-0.999998,0.780701,0.000000
74,0.262617,3.881108,0.397441,-0.995458,0.711783,0.000000
75,1.632991,7.796514,3.010750,-0.989952,0.712284,0.000000
76,-7.773262,7.484805,3.966932,-0.999869,0.814659,0.000000
77,-5.487232,-4.910974,2.183083,-0.998972,0.816951,0.000000
78,0.005680,-5.269284,0.129874,-1.000000,0.784756,0.000000
79,-4.619222,2.342920,0.942967,-0.999585,0.759743,0.000000
80,5.365119,-1.606294,6.889091,-0.996876,0.798803,0.000000
81,4.329122,5.835402,4.687852,-0.994289,0.753851,0.000000
82,4.527153,-5.608846,0.342818,-0.961428,0.754701,0.000000
83,4.276243,2.270327,6.892896,-0.956663,0.790120,0.000000
84,6.578484,-4.134185,3.325166,-0.973777,0.716415,0.000000
85,0.720818,5.790958,11.925944,-0.999737,0.759176,0.000000
86,-2.610377,-3.733184,0.254134,-0.980908,0.773076,0.000000
87,1.137227,5.733780,0.281341,-0.993855,0.711800,0.000000
88,-5.783528,-4.708361,1.032949,-0.981951,0.786072,0.000000
89,-6.325119,3.741412,2.634076,-0.969103,0.820502,0.000000
90,6.576142,2.324408,5.023287,-0.996314,0.756771,0.000000
91,-0.080062,-6.456566,5.196243,-0.987597,0.797187,0.000000
92,6.759907,-2.937389,0.076807,-0.969285,0.754164,0.000000
93,-2.685329,-0.998430,0.500096,-0.991593,0.771771,0.000000
94,-6.747036,7.560870,18.989484,-0.995224,0.742172,0.000000
95,-1.979254,6.827978,6.299984,-0.999974,0.818946,0.000000
96,-4.606089,-1.606788,3.233799,-0.999848,0.817730,0.000000
97,-2.865394,5.279691,2.061282,-0.992271,0.721281,0.000000
98,6.231815,4.035119,0.690793,-0.998817,0.705091,0.000000
99,-5.403800,-0.060937,3.468120,-1.000000,0.821955,0.000000
100,7.417006,6.324021,3.276985,-0.999278,0.703472,0.000000
101,4.123032,2.831933,1.774252,-0.993357,0.702191,0.000000
102,-7.272900,4.128628,9.843999,-0.976930,0.724965,0.000000
103,-1.246700,-2.852446,12.447426,-0.973460,0.753595,0.000000
104,-2.374105,0.054329,12.593028,-0.973631,0.754458,0.000000
105,-6.636262,2.004191,3.768582,-0.972076,0.808525,0.000000
106,-4.198245,0.491995,2.727199,-0.999413,0.796880,0.000000
107,7.886446,-7.151355,4.882629,-0.999570,0.803597,0.000000
108,-0.440933,-4.071806,17.491179,-0.968731,0.729668,0.000000
109,-1.487590,-2.066575,0.439785,-0.951379,0.771263,0.000000
110,7.683188,0.591225,13.211010,-0.999998,0.763867,0.000000
111,-3.336915,-7.494204,17.666237,-0.962545,0.692845,0.000000
112,-5.649692,6.653243,6.205350,-0.999559,0.816259,0.000000
113,-3.353714,-7.942644,7.380195,-0.991311,0.767490,0.000000
114,-1.731614,1.372680,1.342095,-0.994989,0.755116,0.000000
115,-5.046760,-7.112354,3.127951,-0.994914,0.808763,0.000000
116,-1.378835,4.338250,11.843587,-0.993787,0.748181,0.000000
117,7.722753,-7.298301,17.525740,-0.997273,0.740972,0.000000
118,1.872687,-2.578002,11.612383,-0.955013,0.750695,0.000000
119,6.838221,-7.933394,7.481330,-0.999703,0.816503,0.000000
120,7.250636,6.247567,12.710321,-0.998373,0.776213,0.000000
121,-6.690542,-2.095398,2.881409,-1.000000,0.841943,0.000000
122,1.713001,5.211391,4.034985,-0.993684,0.759445,0.000000
123,6.947183,-7.141873,18.296694,-0.996467,0.748899,0.000000
124,2.174931,-7.168436,18.436850,-0.963716,0.719444,0.000000
125,-3.959965,4.325422,5.640594,-0.973074,0.802606,0.000000
126,6.893209,7.198651,1.882911,-0.999276,0.714682,0.000000
127,4.414189,-0.724926,0.919948,-0.989673,0.720713,0.000000
128,-7.684159,-3.716346,16.360493,-0.991581,0.742109,0.000000
129,7.154503,-7.566910,6.696461,-0.999294,0.832332,0.000000
130,3.636025,4.857762,12.745847,-0.981662,0.759035,0.000000
131,3.917763,2.638997,4.689641,-0.971991,0.754226,0.000000
132,7.591805,-5.260971,5.003319,-0.964414,0.810543,0.000000
133,-2.233589,-4.513380,13.404013,-0.969637,0.736000,0.000000
134,6.799143,-5.602918,4.743263,-0.993307,0.807166,0.000000
135,3.289039,5.054957,4.764534,-0.989489,0.750241,0.000000
136,3.223648,-7.980865,6.347914,-0.960746,0.716581,0.000000
137,3.849581,4.616181,3.103534,-0.998537,0.698450,0.000000
138,3.823234,7.158298,3.538604,-0.998707,0.762960,0.000000
139,2.938549,4.991758,3.854966,-0.992976,0.758663,0.000000
140,-1.839310,3.487652,0.174026,-0.972950,0.714035,0.000000
141,4.221138,2.458625,1.603249,-0.991384,0.703065,0.000000
142,4.261502,-2.958635,13.464066,-0.993639,0.767995,0.000000
143,1.798933,7.028557,1.873072,-0.999167,0.711937,0.000000
