Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,5.333955,2.386683,7.958525,0.716805,0.577476,0
1,-5.949337,-7.995319,2.195527,-0.999990,0.811881,1
2,5.079890,2.229123,7.901860,0.665498,0.585088,0
3,6.236203,1.116842,9.126619,0.016925,0.592513,0
4,-5.296600,-7.814269,1.809059,-0.999978,0.795352,1
5,-6.261142,-7.999826,4.209518,-0.999951,0.715749,1
6,6.324812,2.250466,8.863277,-0.303959,0.617354,0
7,6.626274,1.615772,8.753144,-0.560484,0.622357,0
8,6.326336,1.116842,9.127594,-0.221361,0.596791,0
9,-5.631352,-7.869135,12.623671,-0.994302,0.669197,1
10,7.039875,3.104170,9.464942,-0.897133,0.630227,0
11,6.966321,1.749047,8.761795,-0.785643,0.622913,0
12,6.248127,1.116842,9.126619,-0.016451,0.592870,0
13,-4.359632,-7.995431,4.121193,-0.998938,0.694902,1
14,-6.588633,-7.998475,11.843320,-0.996594,0.678309,1
15,7.039875,3.154504,9.413313,-0.889841,0.623181,0
16,-5.263020,-7.995319,4.037138,-0.999865,0.706871,1
17,-5.896984,-7.995319,2.195527,-0.999990,0.811009,1
18,7.039875,3.116768,9.450602,-0.893624,0.629478,0
19,6.236203,1.129439,9.112279,0.016698,0.592692,0
