Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness
0,2.259035,-6.337607,4.325226,-0.999928,0.809271
1,5.214056,-7.938676,3.828832,-1.000000,0.822463
2,-7.433701,-7.873433,4.183233,-0.725380,0.826209
3,5.214056,-7.938676,3.828832,-1.000000,0.822463
4,2.259035,-5.337984,3.688987,-0.811332,0.791419
5,2.259035,-6.337607,4.325226,-0.999928,0.809271
6,2.259035,-6.799663,4.325226,-0.999995,0.821698
7,5.214056,-7.938676,4.337313,-1.000000,0.822463
8,5.214056,-7.938676,3.828832,-1.000000,0.822463
9,2.259035,-5.337984,3.688987,-0.811332,0.791419
10,1.397402,-6.337607,4.325226,-0.999868,0.798626
11,2.259035,-6.337607,4.325226,-0.999928,0.809271
12,2.259035,-6.799663,4.325226,-0.999995,0.821698
13,2.259035,-6.305488,4.325226,-0.999912,0.807823
14,5.214056,-7.670323,3.613126,-1.000000,0.817574
15,3.132267,-5.437979,4.329143,-0.944714,0.785449
16,5.079694,-6.006068,4.123571,-0.997275,0.788546
17,1.381777,-6.381307,3.965469,-0.999908,0.800657
18,2.919606,-7.868709,3.828587,-1.000000,0.812006
19,5.179685,-6.146484,4.325226,-0.998937,0.792717
20,2.259035,-6.305488,4.325226,-0.999912,0.807823
21,5.214056,-7.670323,3.613126,-1.000000,0.817574
22,3.132267,-5.437979,4.329143,-0.944714,0.785449
23,2.919606,-7.868709,3.828587,-1.000000,0.812006
24,1.544297,-6.381307,4.202832,-0.999923,0.804442
25,5.079694,-6.006068,4.123571,-0.997275,0.788546
26,5.179685,-6.146484,4.325226,-0.998937,0.792717
27,3.132267,-6.016854,4.329143,-0.999649,0.796802
28,1.381777,-6.381307,3.965469,-0.999908,0.800657
29,-7.525177,5.752632,4.615538,-1.000000,0.816373
30,3.132267,-5.437979,4.329143,-0.944714,0.785449
31,2.919606,-7.868709,3.828587,-1.000000,0.812006
32,5.079694,-6.006068,4.123571,-0.997275,0.788546
33,5.179685,-6.146484,4.325226,-0.998937,0.792717
34,3.132267,-6.016854,4.329143,-0.999649,0.796802
35,1.381777,-6.381307,3.965469,-0.999908,0.800657
36,-7.525177,5.437707,4.615538,-1.000000,0.815596
37,3.132267,-5.437979,4.329143,-0.944714,0.785449
38,1.381777,-6.381307,3.965469,-0.999908,0.800657
39,2.919606,-7.868709,3.828587,-1.000000,0.812006
40,5.079694,-6.006068,4.123571,-0.997275,0.788546
41,5.179685,-6.146484,4.325226,-0.998937,0.792717
42,-7.525177,5.437707,4.615538,-1.000000,0.815596
43,3.132267,-5.364030,4.329143,-0.888144,0.785185
44,1.381777,-6.381307,3.965469,-0.999908,0.800657
45,2.919606,-7.868709,3.828587,-1.000000,0.812006
46,5.179685,-6.146484,4.325226,-0.998937,0.792717
47,3.132267,-5.437979,4.329143,-0.944714,0.785449
48,5.079694,-6.006068,4.123571,-0.997275,0.788546
49,-7.525177,5.437707,4.615538,-1.000000,0.815596
50,3.132267,-5.364030,4.329143,-0.888144,0.785185
51,5.179685,-6.146484,4.325226,-0.998937,0.792717
52,3.132267,-5.437979,4.329143,-0.944714,0.785449
53,5.079694,-6.006068,4.123571,-0.997275,0.788546
54,1.381777,-6.381307,3.965469,-0.999908,0.800657
55,3.132267,-6.780710,4.247986,-0.999998,0.809202
56,-7.526344,4.098819,4.615538,-1.000000,0.814590
57,4.061154,-5.437979,4.329143,-0.900481,0.784028
58,3.132267,-6.780710,4.247986,-0.999998,0.809202
59,1.381777,-6.381307,3.965469,-0.999908,0.800657
60,5.079694,-6.006068,4.123571,-0.997275,0.788546
61,-7.586835,4.098819,4.615538,-1.000000,0.813097
62,4.061154,-5.437979,4.329143,-0.900481,0.784028
63,5.079694,-6.006068,4.123571,-0.997275,0.788546
64,1.381777,-6.381307,3.965469,-0.999908,0.800657
65,3.132267,-6.780710,4.247986,-0.999998,0.809202
66,-7.586835,4.098819,4.615538,-1.000000,0.813097
67,4.061154,-5.437979,4.329143,-0.900481,0.784028
68,5.079694,-6.006068,4.123571,-0.997275,0.788546
69,3.132267,-6.780710,4.247986,-0.999998,0.809202
70,2.061883,-5.927019,4.276787,-0.998185,0.799326
71,-7.586835,4.098819,4.615538,-1.000000,0.813097
72,4.061154,-5.437979,4.329143,-0.900481,0.784028
73,5.079694,-6.006068,4.123571,-0.997275,0.788546
74,3.494043,-6.006068,3.549081,-0.999759,0.799276
75,3.132267,-6.780710,4.247986,-0.999998,0.809202
76,-7.422038,4.617441,4.615538,-1.000000,0.811176
77,4.061154,-5.437979,4.329143,-0.900481,0.784028
78,3.494043,-6.006068,3.549081,-0.999759,0.799276
79,5.079694,-6.006068,4.123571,-0.997275,0.788546
80,4.061154,-5.486744,4.329143,-0.942554,0.786499
81,-7.422038,4.617441,4.615538,-1.000000,0.811176
