Index,mut_extent_1,mut_extent_2,vertex_control,Fitness_Confidence_Expected,Fitness_Brightness,Critical
0,7.063635,-1.775151,14.740428,-0.999997,0.783886,1
1,-0.607379,5.190480,2.408604,-0.764338,0.668347,1
2,-2.629547,-4.496600,14.184692,-0.806268,0.711004,1
3,-0.532753,5.118423,2.377807,-0.770003,0.682285,1
4,7.806666,-1.370751,4.943179,-0.956091,0.738545,1
5,-7.588534,5.215601,6.522828,-0.905938,0.728540,1
6,4.901190,-7.896225,15.457430,-0.997891,0.757158,1
7,-7.039896,5.379903,6.840464,-0.863829,0.714294,1
8,7.193206,-7.668137,6.495339,-0.955503,0.731185,1
9,7.193206,-7.668137,4.394502,-0.875087,0.727588,1
10,5.685517,-7.695095,6.283857,-0.868621,0.716891,1
11,-0.532753,5.190480,2.377807,-0.766033,0.676655,1
12,5.343533,-7.799379,15.457430,-0.999363,0.758930,1
13,6.995886,-1.377816,15.036543,-0.999995,0.778302,1
14,6.001356,-7.547701,15.484668,-0.999771,0.766092,1
15,7.081629,-1.377816,14.740428,-0.999994,0.775700,1
16,7.270372,-1.377816,14.740428,-0.999991,0.771119,1
17,6.025837,-7.098975,15.484668,-0.999816,0.770719,1
18,5.974548,-6.987498,15.484668,-0.999808,0.766186,1
19,7.081629,-1.377816,14.736332,-0.999994,0.775700,1
